age_cat,c_offense_date,ethnicity,is_recid,r_offense_date,score_text,sex
senior,2013-07-14,African-American,1,2015-10-30,Low,Male
senior,2013-05-10,African-American,1,2015-08-04,Medium,Female
senior,2014-07-02,Caucasian,1,2015-01-08,Medium,Female
adult,2014-10-05,African-American,1,2014-11-08,Medium,Male
adult,2009-07-08,African-American,1,2013-08-23,Medium,Male
young,2014-02-04,African-American,1,2015-06-30,Low,Female
young,2014-12-30,African-American,1,2015-06-26,Low,Male
adult,2013-07-31,Caucasian,1,2013-08-12,High,Male
senior,2014-06-11,African-American,1,2014-10-30,Low,Male
senior,2014-06-23,Other,1,2015-05-25,Low,Male
young,2014-07-08,Asian,1,2015-01-05,High,Male
adult,2014-12-11,African-American,1,2015-05-09,Medium,Male
adult,2014-11-19,Hispanic,1,2015-10-17,Low,Male
young,2014-04-17,African-American,1,2014-07-28,Low,Female
senior,2014-03-09,Hispanic,1,2014-05-28,Low,Male
adult,2013-12-05,Caucasian,1,2014-02-09,High,Female
adult,2014-04-11,African-American,1,2014-10-18,Medium,Male
adult,2014-05-27,African-American,1,2015-04-25,Medium,Female
adult,2013-07-08,African-American,1,2013-11-01,High,Male
adult,2014-08-15,African-American,1,2015-04-08,Low,Male
adult,2013-04-30,Caucasian,1,2015-02-14,High,Male
adult,2013-08-05,African-American,1,2013-11-29,Medium,Male
adult,2014-02-04,African-American,1,2015-12-08,Low,Female
senior,2013-09-23,African-American,1,2014-04-30,Medium,Male
adult,2014-01-07,African-American,1,2015-07-18,Low,Male
young,2013-03-19,African-American,1,2013-07-12,Medium,Male
senior,2013-05-07,African-American,1,2014-07-16,High,Male
adult,2014-10-11,Caucasian,1,2015-04-18,High,Female
adult,2013-05-28,African-American,1,2013-12-27,Medium,Female
senior,2013-02-07,Hispanic,1,2014-11-04,Medium,Male
adult,2013-05-27,African-American,1,2014-01-12,Low,Male
senior,2013-08-12,Hispanic,1,2013-08-25,Low,Female
adult,2014-05-22,African-American,1,2015-05-08,High,Female
adult,2013-04-23,African-American,1,2013-11-16,High,Female
adult,2013-04-14,Caucasian,1,2015-04-27,High,Male
adult,2014-08-11,Caucasian,1,2014-10-04,Medium,Male
young,2014-06-16,African-American,1,2016-01-22,High,Male
adult,2014-07-22,Caucasian,1,2014-09-23,High,Male
young,2013-05-13,African-American,1,2013-07-02,Medium,Male
adult,2014-01-01,African-American,1,2014-01-11,Medium,Male
adult,2013-05-14,Caucasian,1,2013-12-14,Low,Male
adult,2013-08-08,African-American,1,2013-11-05,Medium,Male
adult,2013-04-14,Hispanic,1,2014-10-05,High,Male
young,2013-11-12,African-American,1,2014-04-23,Medium,Male
adult,2013-03-29,Caucasian,1,2013-05-10,Low,Male
young,2013-01-20,African-American,1,2015-02-23,Medium,Male
young,2013-04-12,African-American,1,2014-01-19,High,Male
senior,2010-02-27,African-American,1,2013-06-03,High,Male
young,2014-06-13,African-American,1,2015-11-26,High,Male
senior,2014-05-05,Caucasian,1,2014-08-29,Low,Male
senior,2014-11-23,African-American,1,2014-12-27,Medium,Male
young,2014-12-11,African-American,1,2014-12-23,Medium,Female
adult,2013-07-29,Caucasian,1,2015-05-04,Medium,Female
adult,2014-05-30,African-American,1,2015-10-03,Low,Male
adult,2014-12-19,Caucasian,1,2015-12-05,Low,Female
adult,2013-09-18,African-American,1,2014-10-16,Medium,Male
young,2013-11-04,African-American,1,2013-11-27,Medium,Female
adult,2014-01-21,African-American,1,2014-06-15,High,Male
young,2013-05-09,Caucasian,1,2015-02-23,Medium,Male
adult,2014-05-09,African-American,1,2015-10-21,Low,Male
young,2014-06-28,Hispanic,1,2015-03-15,Low,Female
senior,2013-03-11,African-American,1,2013-12-03,High,Male
senior,2013-01-23,African-American,1,2014-03-18,Low,Male
senior,2013-04-01,Caucasian,1,2013-07-22,Low,Male
young,2014-03-21,African-American,1,2014-04-03,Low,Male
adult,2014-07-04,Other,1,2015-12-03,Medium,Female
adult,2013-11-26,Caucasian,1,2016-01-29,Low,Male
young,2013-10-09,African-American,1,2014-01-09,High,Male
young,2013-11-16,African-American,1,2014-03-20,Medium,Male
adult,2013-09-25,African-American,1,2013-10-01,High,Female
adult,2014-07-08,Caucasian,1,2015-02-09,Low,Male
adult,2013-12-14,African-American,1,2015-06-19,High,Male
adult,2014-09-04,African-American,1,2014-12-20,High,Female
young,2013-10-12,African-American,1,2014-03-18,High,Male
young,2013-03-14,African-American,1,2013-08-27,High,Male
adult,2013-02-07,African-American,1,2014-01-21,Medium,Male
young,2014-08-18,African-American,1,2015-12-07,High,Female
adult,2014-01-28,African-American,1,2014-06-05,Low,Female
young,2014-08-31,Caucasian,1,2015-10-26,High,Male
adult,2013-12-24,African-American,1,2014-04-10,Medium,Male
young,2014-09-17,African-American,1,2015-02-03,High,Male
adult,2013-08-20,African-American,1,2013-10-22,High,Female
adult,2013-08-23,African-American,1,2015-06-16,Medium,Male
senior,2014-10-15,Caucasian,1,2015-11-09,Low,Female
young,2014-08-12,Other,1,2015-05-19,High,Male
adult,2014-12-25,Caucasian,1,2015-05-04,Low,Male
adult,2013-09-11,African-American,1,2015-05-13,Medium,Female
senior,2013-08-21,Caucasian,1,2014-01-06,Low,Male
adult,2013-12-22,African-American,1,2014-12-03,High,Female
young,2014-04-21,Caucasian,1,2014-11-14,Medium,Male
adult,2013-04-29,African-American,1,2015-03-14,Low,Male
adult,2014-07-22,Caucasian,1,2015-12-10,Medium,Female
young,2013-06-16,African-American,1,2013-07-21,Medium,Male
young,2013-02-08,African-American,1,2013-02-12,High,Male
young,2014-09-03,African-American,1,2015-02-27,High,Male
adult,2012-04-21,African-American,1,2016-02-22,Medium,Male
young,2014-02-25,African-American,1,2014-06-09,High,Male
adult,2013-12-28,Caucasian,1,2014-11-14,Low,Male
senior,2014-07-02,Hispanic,1,2015-05-08,Low,Male
adult,2014-05-02,Caucasian,1,2014-08-22,Low,Male
adult,2013-10-21,Other,1,2014-12-02,Medium,Male
young,2013-05-14,African-American,1,2015-09-24,Medium,Male
adult,2014-12-04,African-American,1,2015-02-24,Low,Male
adult,2013-12-02,African-American,1,2014-02-26,Medium,Male
young,2013-02-10,African-American,1,2013-08-19,High,Male
adult,2013-01-29,African-American,1,2013-04-28,Low,Male
adult,2013-12-20,Hispanic,1,2014-04-08,Medium,Male
adult,2012-04-06,African-American,1,2013-07-05,High,Male
senior,2014-01-16,African-American,1,2014-11-23,Medium,Male
young,2013-12-22,Hispanic,1,2015-04-02,Medium,Male
adult,2013-04-17,Caucasian,1,2014-09-23,Low,Male
adult,2014-11-06,Caucasian,1,2015-01-13,High,Female
adult,2014-03-21,African-American,1,2015-04-15,Low,Male
senior,2014-05-17,African-American,1,2014-06-07,Low,Male
adult,2013-10-29,African-American,1,2015-01-25,Low,Male
senior,2014-03-10,Caucasian,1,2014-11-12,Low,Male
young,2013-01-25,African-American,1,2013-11-01,High,Male
young,2014-01-07,Hispanic,1,2014-12-11,Medium,Male
adult,2014-12-11,Caucasian,1,2015-01-09,Medium,Male
young,2013-05-04,African-American,1,2014-04-06,Medium,Male
senior,2014-03-15,African-American,1,2015-10-07,Low,Male
adult,2013-10-01,African-American,1,2014-03-15,High,Male
adult,2014-07-05,Caucasian,1,2015-06-27,Medium,Male
adult,2013-04-09,Caucasian,1,2013-08-15,Low,Male
senior,2013-02-28,Other,1,2013-04-12,Low,Male
adult,2014-02-22,African-American,1,2015-08-16,High,Female
adult,2013-05-21,African-American,1,2013-06-26,High,Male
adult,2014-09-01,African-American,1,2015-08-03,Medium,Male
young,2012-12-31,Caucasian,1,2013-05-08,Low,Male
senior,2013-08-01,Caucasian,1,2014-05-21,Medium,Male
senior,2013-02-13,Caucasian,1,2013-12-13,Low,Male
senior,2012-12-18,Caucasian,1,2013-03-14,Low,Male
senior,2014-06-30,Caucasian,1,2014-10-24,Low,Male
adult,2013-08-01,Hispanic,1,2015-07-02,Low,Female
young,2014-04-06,Caucasian,1,2015-10-19,Medium,Male
adult,2014-12-16,African-American,1,2015-01-12,High,Male
adult,2013-10-27,Caucasian,1,2014-06-07,Low,Male
young,2013-01-16,Native American,1,2013-11-18,Low,Female
senior,2013-09-07,Caucasian,1,2014-04-27,Medium,Male
senior,2013-02-07,African-American,1,2013-12-23,Low,Male
adult,2014-01-06,African-American,1,2014-03-30,Medium,Male
adult,2013-02-03,African-American,1,2013-05-07,High,Male
adult,2014-02-23,African-American,1,2014-06-06,High,Male
adult,2014-09-29,Caucasian,1,2014-12-03,High,Male
adult,2013-09-05,African-American,1,2015-07-01,Low,Male
adult,2013-02-24,African-American,1,2014-04-05,High,Male
adult,2013-01-30,African-American,1,2013-06-12,High,Male
adult,2014-11-08,African-American,1,2015-02-11,Medium,Male
young,2013-06-27,Caucasian,1,2013-08-20,Medium,Female
adult,2014-03-26,African-American,1,2014-12-15,Low,Male
young,2014-03-22,African-American,1,2014-07-28,Low,Female
senior,2014-02-23,Hispanic,1,2016-01-01,Low,Male
adult,2013-06-28,Caucasian,1,2014-04-21,Medium,Female
adult,2013-10-13,African-American,1,2015-10-17,Low,Female
adult,2013-01-11,African-American,1,2013-03-30,High,Male
adult,2014-02-19,African-American,1,2016-01-27,High,Female
adult,2013-04-05,African-American,1,2013-06-18,High,Male
adult,2014-11-18,African-American,1,2015-09-04,Low,Female
senior,2014-01-08,African-American,1,2016-02-10,Low,Male
adult,2014-08-30,African-American,1,2015-09-07,Low,Male
adult,2014-12-29,African-American,1,2015-01-29,Low,Female
senior,2014-01-13,African-American,1,2014-11-22,Medium,Male
young,2014-11-26,African-American,1,2015-01-02,Low,Male
adult,2013-11-27,African-American,1,2013-12-17,Medium,Female
adult,2013-01-23,African-American,1,2013-12-07,Medium,Male
senior,2014-07-24,Caucasian,1,2015-03-14,Low,Male
young,2013-01-03,African-American,1,2014-02-25,High,Male
adult,2013-06-19,African-American,1,2014-04-19,High,Male
adult,2014-11-04,African-American,1,2015-01-03,High,Male
young,2013-11-06,African-American,1,2016-01-15,Medium,Male
adult,2013-02-18,African-American,1,2013-03-14,High,Male
adult,2013-03-05,Caucasian,1,2014-03-04,Medium,Male
senior,2013-10-12,Caucasian,1,2013-12-21,Low,Male
adult,2014-12-24,Caucasian,1,2015-03-17,Medium,Female
adult,2014-12-20,African-American,1,2015-04-04,Low,Male
young,2013-08-09,African-American,1,2013-08-14,High,Male
adult,2014-03-25,African-American,1,2014-07-24,Low,Male
adult,2014-04-29,African-American,1,2014-08-18,Medium,Male
adult,2013-02-19,Caucasian,1,2014-08-12,Low,Female
adult,2013-01-01,African-American,1,2013-05-07,Medium,Male
young,2013-09-25,Other,1,2013-12-24,Low,Male
senior,2013-09-27,Caucasian,1,2014-05-20,Low,Male
adult,2013-09-29,Caucasian,1,2013-12-03,Low,Female
adult,2013-12-03,African-American,1,2014-04-10,Medium,Male
adult,2014-07-22,African-American,1,2014-08-07,Low,Male
adult,2013-11-08,African-American,1,2014-02-24,High,Male
adult,2013-03-20,African-American,1,2014-05-29,High,Male
adult,2014-10-22,African-American,1,2015-02-13,Medium,Female
senior,2013-03-28,African-American,1,2014-03-11,Low,Male
adult,2013-05-11,African-American,1,2013-07-06,Low,Male
adult,2014-05-30,African-American,1,2015-12-11,Medium,Male
young,2013-11-14,Hispanic,1,2015-12-03,Medium,Female
adult,2013-09-06,African-American,1,2015-11-11,High,Male
adult,2014-09-14,Native American,1,2015-10-01,Low,Female
adult,2014-07-01,African-American,1,2014-08-19,High,Male
young,2013-05-27,African-American,1,2013-11-24,Medium,Male
adult,2014-05-19,Caucasian,1,2015-04-22,Medium,Male
adult,2014-05-28,Other,1,2015-03-02,Low,Male
adult,2014-08-13,Hispanic,1,2015-12-07,Medium,Male
adult,2013-08-08,Caucasian,1,2014-09-28,Low,Male
young,2013-09-21,African-American,1,2014-11-09,Low,Male
senior,2014-11-09,African-American,1,2015-02-10,High,Male
adult,2013-07-18,African-American,1,2013-12-18,High,Male
adult,2013-11-21,Caucasian,1,2013-11-24,Low,Male
adult,2014-10-27,Caucasian,1,2014-12-29,Low,Male
young,2013-09-29,African-American,1,2014-06-15,Medium,Male
adult,2014-01-03,African-American,1,2014-10-15,Medium,Female
young,2014-09-03,African-American,1,2014-09-20,Medium,Female
young,2013-01-14,African-American,1,2014-04-17,Medium,Male
young,2014-07-27,African-American,1,2014-11-23,High,Female
adult,2013-03-12,African-American,1,2013-04-08,High,Male
young,2013-05-22,Caucasian,1,2014-04-01,High,Male
young,2014-05-24,Caucasian,1,2015-06-29,Low,Male
senior,2013-02-02,Caucasian,1,2013-03-05,Low,Male
senior,2014-06-21,African-American,1,2015-01-11,Low,Male
adult,2013-04-30,African-American,1,2013-08-28,High,Female
senior,2013-09-23,African-American,1,2014-04-10,High,Male
adult,2014-01-18,Caucasian,1,2015-02-18,Medium,Male
young,2013-08-06,African-American,1,2015-11-28,Medium,Male
young,2013-03-30,African-American,1,2013-04-30,High,Male
senior,2013-09-26,African-American,1,2014-05-10,Medium,Female
adult,2013-05-22,Caucasian,1,2015-03-25,Low,Male
adult,2013-10-24,African-American,1,2014-05-04,Low,Male
adult,2014-08-19,African-American,1,2014-10-23,High,Male
adult,2014-06-11,African-American,1,2014-08-11,High,Male
senior,2013-02-22,Caucasian,1,2013-03-26,Low,Female
adult,2014-02-24,African-American,1,2016-01-22,Medium,Male
adult,2013-04-20,African-American,1,2015-04-20,High,Male
adult,2013-03-21,Other,1,2014-03-20,Low,Male
young,2013-01-08,African-American,1,2013-01-22,Low,Female
adult,2013-12-12,Caucasian,1,2015-10-08,Medium,Male
adult,2013-01-18,Caucasian,1,2013-01-27,Low,Male
young,2013-01-21,African-American,1,2013-08-26,Medium,Male
adult,2013-08-21,Hispanic,1,2013-09-27,Low,Male
adult,2014-03-28,African-American,1,2014-12-05,Low,Male
adult,2013-04-09,African-American,1,2015-10-22,High,Male
senior,2013-12-09,African-American,1,2014-07-12,High,Male
adult,2014-07-22,Caucasian,1,2015-06-24,Medium,Male
young,2014-06-05,African-American,1,2016-01-12,Low,Male
adult,2013-05-02,Other,1,2013-08-08,Low,Male
adult,2013-12-30,African-American,1,2014-01-04,Low,Female
senior,2013-04-12,Hispanic,1,2014-01-27,Low,Female
adult,2013-02-28,African-American,1,2014-10-26,Low,Male
adult,2013-03-22,Other,1,2014-03-03,Medium,Male
adult,2013-10-31,Caucasian,1,2016-01-13,Low,Male
adult,2014-01-02,African-American,1,2014-07-10,High,Male
senior,2014-03-27,African-American,1,2015-01-07,Medium,Male
young,2014-06-30,Caucasian,1,2015-04-22,Low,Female
young,2013-04-29,African-American,1,2013-05-08,Low,Male
senior,2013-02-25,African-American,1,2013-03-27,Low,Male
young,2013-05-16,Caucasian,1,2014-10-11,Medium,Male
